Message Length(bits), Throughput (Octet/sec)
48832, 9042413.720055522
48896, 1.077427782194589E7
48960, 1.0797268926095165E7
49024, 1.076706557051567E7
49088, 1.191393849254505E7
49152, 1.1875653557187341E7
49216, 1.150721726232228E7
49280, 1.1917337016873866E7
49344, 1.1900604484336082E7
49408, 1.190533561827361E7
49472, 1.1920757037468264E7
49536, 1.1904052414742416E7
49600, 1.1919432327422962E7
49664, 1.047820304218962E7
49728, 6506086.89645211
49792, 8563295.327748297
49856, 7335950.512939736
49920, 1.0641146106005598E7
49984, 1.0714444951280829E7
50048, 1.0788569221191538E7
50112, 1.0665086653829062E7
50176, 1.0781467290314043E7
50240, 1.0786597137773015E7
50304, 1.0774429236262945E7
50368, 1.0796758228755457E7
50432, 9502892.020676026
50496, 7898560.064469868
50560, 1.0389098022454917E7
50624, 1.0756965339044996E7
50688, 1.0796258115085114E7
50752, 1.0993390795634529E7
50816, 1.179894975973014E7
50880, 1.1906678598306855E7
50944, 1.1911241795589773E7
51008, 1.1915819296675121E7
51072, 1.1910003358083654E7
51136, 1.1914547789601613E7
51200, 1.1919084316347398E7
51264, 1.1902970727385191E7
51328, 1.1907523676782E7
51392, 8240767.94105234
51456, 1.0622099648242036E7
51520, 1.0784848961874554E7
51584, 1.0789825970548863E7
51648, 1.0786372681205546E7
51712, 9503478.531900754
51776, 1.078788929412E7
51840, 1.1460689657611895E7
51904, 1.1465389121664248E7
51968, 1.190142483652946E7
52032, 1.189572584229384E7
52096, 1.1900215088347036E7
52160, 1.1914834517202498E7
52224, 1.1909148955577854E7
52288, 1.1903482715727858E7
52352, 1.1847581873054897E7
52416, 1.1922503725782415E7
52480, 1.189664427582805E7
52544, 9942792.610724833
52608, 1.073583574954941E7
52672, 1.0691904584819898E7
52736, 1.0770150736363309E7
52800, 1.1492751730442733E7
52864, 1.1460145298270745E7
52928, 1.1492615612308355E7
52992, 1.1872116656450624E7
53056, 1.1886454961591264E7
53120, 1.1880925924931873E7
53184, 1.0493732646589458E7
53248, 1.1869901880708912E7
53312, 9612915.696575759
53376, 1.0745241784045119E7
53440, 1.075814309296614E7
53504, 1.0754849572009088E7
53568, 1.0767731539997878E7
53632, 1.150561550924019E7
53696, 1.1510139966868907E7
53760, 1.1123415285757558E7
53824, 1.1500776063069655E7
53888, 1.1505266699802382E7
53952, 1.0144740048557565E7
54016, 1.151424615111766E7
54080, 1.0485220647198694E7
54144, 1.0474883032020517E7
54208, 1.0759159019925721E7
54272, 1.0755927334071113E7
54336, 1.1518326383106453E7
54400, 1.1504578991623653E7
54464, 1.1089248250609191E7
54528, 1.1495377225795787E7
54592, 1.1427939839198302E7
54656, 1.1335054385697125E7
54720, 1.1508680304340657E7
54784, 1.1504062035923315E7
54848, 1.149949681314995E7
54912, 1.0802865025567096E7
54976, 1.076014674635522E7
55040, 1.0764818445391234E7
55104, 1.0761625617918544E7
55168, 1.1494636058753327E7
55232, 1.1516916722549736E7
55296, 1.141477480095982E7
55360, 1.1489958739093255E7
55424, 1.1033199930564735E7
55488, 1.1516525117680755E7
55552, 1.1485317516763205E7
55616, 1.1498568467921607E7
55680, 1.0274988817091912E7
55744, 1.1873157598786784E7
55808, 1.0711724701304723E7
55872, 1.0762564029859025E7
55936, 1.1449869158388766E7
56000, 1.1316002605913743E7
56064, 1.113579375899778E7
56128, 1.0696540547298193E7
56192, 1.1493500543257715E7
56256, 1.0367002503294973E7
56320, 1.0756072444592476E7
56384, 1.0676976028310347E7
56448, 1.051812498323003E7
56512, 1.0746782735165743E7
56576, 1.0751315029341118E7
56640, 1.0695203322159765E7
56704, 1.07527697332591E7
56768, 1.077252156857387E7
56832, 1.1878287680623878E7
56896, 1.1514425412038986E7
56960, 1.188649730633941E7
57024, 1.1890582618530491E7
57088, 1.1876211794662694E7
57152, 1.1880292417499818E7
57216, 1.1865970281982705E7
57280, 1.1879262888419544E7
57344, 1.1883328525625085E7
57408, 1.180529165288889E7
57472, 1.1882275495453177E7
57536, 9411838.606335979
57600, 1.0770220340757806E7
57664, 1.0553888818119656E7
57728, 1.0711937070338652E7
57792, 1.1496045449482009E7
57856, 1.1517335724284666E7
57920, 1.143662310008309E7
57984, 1.1646666366715731E7
58048, 1.120588339765597E7
58112, 1.1122084165881965E7
58176, 1.0713464904268296E7
58240, 9870477.104696205
58304, 1.073702106595283E7
58368, 1.0734068456168486E7
58432, 1.0723734631613875E7
58496, 1.0757608079975873E7
58560, 1.0761983733526224E7
58624, 1.1054257578683143E7
58688, 1.1877084480134701E7
58752, 1.1872103305404361E7
58816, 1.1537019048949162E7
58880, 1.1817768721770223E7
58944, 1.1875079578183249E7
59008, 1.0436313162969764E7
59072, 1.078946945443334E7
59136, 1.078645389491379E7
59200, 1.1899822789125493E7
59264, 1.1894822027257895E7
59328, 1.0828854165297728E7
59392, 1.1432408043339668E7
59456, 1.1527538439346258E7
59520, 1.14570468537779E7
59584, 1.189668033421877E7
59648, 1.1900581621773466E7
59712, 7279181.57969163
59776, 1.0778467299641967E7
59840, 1.0782743573960539E7
59904, 1.0779777551919429E7
59968, 1.0791294408278316E7
60032, 1.1906291897723937E7
60096, 1.1848804709237399E7
60160, 1.1792027523094026E7
60224, 1.1909093497774163E7
60288, 1.1904197746163836E7
60352, 1.1916834898760611E7
60416, 1.0370449711146174E7
60480, 1.0782055578929354E7
60544, 1.079346516155256E7
60608, 1.0783343889889192E7
60672, 1.1909809574959248E7
60736, 1.1896218343868403E7
60800, 1.1900064510876033E7
60864, 1.1903867818250094E7
60928, 1.188171330062326E7
60992, 1.190284753457743E7
61056, 1.1906674883187596E7
61120, 9949523.100083867
61184, 1.0764311129126694E7
61248, 1.0775570868801514E7
61312, 1.0667765364839246E7
61376, 1.0651235887667779E7
61440, 1.0717874288266161E7
